Data;Eur;GBP;USD;CAD;AUD;SGD;CHF;JPY;KRW;BRL;RUB
16/09/2016;1,00;0,58;1,03;1,34;1,84;2,72;1,39;142,67;1522,51;37,27;61,44
17/09/2016;1,00;0,84;3,97;1,36;1,30;2,41;1,64;106,89;954,21;51,63;56,91
18/09/2016;1,00;0,93;3,08;1,57;1,51;3,25;1,43;134,09;1630,67;37,86;60,13
19/09/2016;1,00;0,72;4,18;1,77;1,69;1,51;1,45;119,79;1695,67;49,80;31,56
20/09/2016;1,00;0,98;1,46;1,63;1,68;2,41;1,30;95,64;1148,64;23,27;26,20
21/09/2016;1,00;0,61;4,72;1,50;1,40;3,21;1,67;98,57;1745,60;34,01;78,63
22/09/2016;1,00;0,74;2,01;1,70;1,94;2,70;1,50;164,85;1593,09;32,67;91,47
23/09/2016;1,00;0,73;2,43;1,69;1,76;2,41;1,40;143,09;1849,16;43,70;67,68
24/09/2016;1,00;0,88;1,25;1,60;1,95;3,44;1,65;113,36;1688,31;7,22;44,35
25/09/2016;1,00;0,97;1,60;1,78;1,76;3,49;1,14;151,51;1158,12;47,79;40,31
26/09/2016;1,00;0,62;2,36;1,38;1,91;1,92;1,63;127,02;1772,11;17,21;29,72
27/09/2016;1,00;0,82;2,06;1,77;1,81;3,77;1,40;151,62;1808,04;35,38;39,22
28/09/2016;1,00;0,66;0,92;1,33;2,03;2,63;1,26;143,30;1629,89;44,55;26,14
29/09/2016;1,00;0,77;1,12;1,30;1,77;2,05;1,39;143,19;1651,09;16,65;76,42
30/09/2016;1,00;0,76;4,41;1,60;1,89;1,70;1,39;126,42;1458,55;17,45;74,98
01/10/2016;1,00;0,58;2,95;1,77;1,33;3,11;1,51;140,28;1478,59;32,25;67,55
02/10/2016;1,00;0,62;4,48;1,67;1,89;1,91;1,02;94,18;1680,28;40,46;43,43
03/10/2016;1,00;0,91;4,56;1,80;1,94;3,16;0,98;116,05;1426,95;22,95;81,27
04/10/2016;1,00;0,69;1,66;1,59;1,34;3,63;0,98;106,19;1223,19;12,25;56,10
05/10/2016;1,00;0,62;3,71;1,26;1,81;1,75;1,12;113,96;1955,51;32,85;49,09
06/10/2016;1,00;0,60;2,11;1,23;1,23;3,26;1,46;141,25;1433,45;53,41;27,76
07/10/2016;1,00;0,89;3,57;1,61;1,23;2,43;1,51;95,92;1321,02;54,57;26,94
08/10/2016;1,00;0,62;2,20;1,73;1,46;2,52;1,03;132,43;1007,62;17,89;47,94
09/10/2016;1,00;0,87;0,90;1,71;1,80;2,72;0,99;101,35;1520,41;51,01;75,23
10/10/2016;1,00;0,75;3,62;1,27;1,43;2,87;1,64;123,29;1283,70;50,25;36,56
11/10/2016;1,00;0,95;4,22;1,24;2,02;3,77;1,07;156,42;1993,67;23,36;50,40
12/10/2016;1,00;0,85;1,92;1,50;1,56;2,61;1,31;139,44;1507,75;5,21;82,01
13/10/2016;1,00;0,85;1,58;1,62;1,88;3,74;1,48;150,70;1203,24;13,73;88,91
14/10/2016;1,00;0,77;4,20;1,54;1,29;3,26;1,22;149,78;1832,30;30,48;32,35
15/10/2016;1,00;0,57;1,61;1,47;1,59;3,29;1,53;107,13;1705,85;44,17;92,33
16/10/2016;1,00;0,82;1,58;1,78;1,90;2,88;1,24;115,88;1407,15;53,28;59,60
17/10/2016;1,00;0,68;2,67;1,73;1,17;2,58;1,46;168,62;1199,41;2,92;80,45
18/10/2016;1,00;0,78;2,84;1,81;1,74;2,00;1,09;101,61;1162,41;15,84;63,28
19/10/2016;1,00;0,77;1,70;1,51;1,47;1,59;1,34;122,23;964,47;45,30;83,38
20/10/2016;1,00;0,66;2,08;1,77;1,63;1,60;1,42;163,46;1036,23;40,82;39,65
21/10/2016;1,00;0,80;4,57;1,34;1,74;2,79;1,65;140,44;993,23;36,72;91,62
22/10/2016;1,00;0,63;3,04;1,29;1,61;3,18;1,40;152,62;1300,88;7,54;28,80
23/10/2016;1,00;0,93;4,15;1,33;1,82;2,08;1,32;101,99;1641,23;18,22;82,50
24/10/2016;1,00;0,58;2,65;1,68;1,47;1,80;1,30;115,29;1284,76;2,88;36,00
25/10/2016;1,00;0,78;3,62;1,48;1,56;2,61;1,31;155,75;1006,42;36,87;73,80
26/10/2016;1,00;0,89;0,91;1,51;1,19;1,70;1,28;115,23;1383,70;12,85;24,36
27/10/2016;1,00;0,81;1,72;1,39;1,46;3,20;1,22;141,77;1323,43;27,66;85,70
28/10/2016;1,00;0,91;3,18;1,43;1,49;3,45;1,42;94,14;1692,51;44,52;76,20
29/10/2016;1,00;0,82;3,20;1,58;1,40;3,10;1,19;167,72;1357,25;36,29;46,62
30/10/2016;1,00;0,71;4,47;1,68;1,43;3,19;1,20;120,79;1324,22;45,12;44,07
31/10/2016;1,00;0,93;1,57;1,54;1,60;3,83;1,26;101,29;1050,00;11,56;67,55
01/11/2016;1,00;0,76;1,87;1,52;1,28;1,62;1,40;165,43;1396,50;29,84;87,72
02/11/2016;1,00;0,72;1,87;1,80;1,33;2,57;1,02;89,90;1294,19;9,43;80,01
03/11/2016;1,00;0,92;0,94;1,66;1,51;3,57;1,51;96,04;1004,68;53,43;42,78
04/11/2016;1,00;0,86;1,74;1,45;1,18;1,85;1,26;105,71;1004,29;31,43;79,01
05/11/2016;1,00;0,89;1,77;1,33;1,74;2,78;1,31;165,91;1301,84;26,33;83,56
06/11/2016;1,00;0,69;2,65;1,62;1,90;3,71;1,32;138,71;956,99;44,40;44,25
07/11/2016;1,00;0,65;4,18;1,34;1,76;3,59;1,61;160,70;1633,06;8,55;52,03
08/11/2016;1,00;0,83;4,48;1,43;1,56;3,53;1,58;151,24;1141,15;15,71;29,81
09/11/2016;1,00;0,74;3,73;1,43;1,31;3,53;1,07;132,53;1798,96;42,27;30,80
10/11/2016;1,00;0,69;3,12;1,59;1,17;2,59;1,08;112,67;1528,34;12,64;24,29
11/11/2016;1,00;0,93;3,73;1,32;1,64;3,53;1,57;156,95;1740,18;20,54;56,90
12/11/2016;1,00;0,70;4,64;1,30;1,57;3,09;1,36;112,34;1799,82;38,02;84,49
13/11/2016;1,00;0,74;1,01;1,27;1,44;2,65;1,20;143,27;1232,27;19,03;50,16
14/11/2016;1,00;0,73;1,01;1,43;1,32;3,44;1,42;113,48;1806,91;53,34;41,29
15/11/2016;1,00;0,72;2,28;1,24;1,67;3,91;1,56;169,04;1567,77;36,68;52,53
16/11/2016;1,00;0,59;2,46;1,56;1,53;1,56;1,56;114,85;1584,76;36,60;31,16
17/11/2016;1,00;0,95;4,69;1,59;1,90;3,84;1,28;169,36;1387,22;24,85;37,50
18/11/2016;1,00;0,92;1,63;1,53;1,60;1,78;1,62;155,16;1288,20;14,27;33,87
19/11/2016;1,00;0,70;1,67;1,74;1,36;1,57;1,42;121,16;1391,00;29,47;47,43
20/11/2016;1,00;0,80;0,91;1,72;1,66;1,96;1,05;103,38;1923,51;42,58;23,32
21/11/2016;1,00;0,70;4,00;1,63;1,98;3,37;1,30;101,18;1360,35;43,58;62,48
22/11/2016;1,00;0,66;1,00;1,22;1,32;2,25;1,32;130,09;1144,29;41,44;84,21
23/11/2016;1,00;0,60;2,91;1,67;1,54;3,05;1,00;100,96;1418,50;3,66;47,11
24/11/2016;1,00;0,92;3,74;1,73;2,00;1,56;1,29;141,38;1872,78;21,11;37,24
25/11/2016;1,00;0,72;4,44;1,70;1,83;2,68;1,60;132,27;1627,36;2,29;66,92
26/11/2016;1,00;0,92;3,78;1,52;1,20;3,53;1,05;134,08;1242,04;47,09;42,43
27/11/2016;1,00;0,65;1,86;1,48;1,97;2,71;1,30;128,11;976,47;13,32;56,41
28/11/2016;1,00;0,85;3,50;1,32;2,07;1,79;1,23;128,76;1525,86;50,25;36,41
29/11/2016;1,00;0,86;3,66;1,70;1,69;1,71;1,56;100,21;1307,37;1,86;69,35
30/11/2016;1,00;0,57;3,27;1,73;1,29;2,19;1,28;93,08;1609,84;18,44;55,97
01/12/2016;1,00;0,75;0,99;1,36;1,94;1,85;1,02;115,56;1491,05;15,42;93,51
02/12/2016;1,00;0,96;1,52;1,51;1,84;2,83;1,36;126,57;1324,37;31,06;48,89
03/12/2016;1,00;0,94;1,09;1,61;1,30;3,34;1,61;111,41;1979,73;17,68;41,19
04/12/2016;1,00;0,80;3,78;1,26;2,07;3,84;1,15;167,93;1459,15;46,49;54,20
05/12/2016;1,00;0,70;4,10;1,41;2,01;3,35;1,23;144,39;1092,75;12,64;38,31
06/12/2016;1,00;0,66;4,03;1,56;1,32;3,61;1,36;164,79;1292,39;3,95;38,51
07/12/2016;1,00;0,68;4,49;1,26;1,83;2,79;1,61;169,73;1327,30;38,29;71,96
08/12/2016;1,00;0,67;1,89;1,42;1,70;3,18;1,07;151,60;1850,30;45,89;62,15
09/12/2016;1,00;0,65;3,36;1,40;1,85;2,33;1,24;136,27;1127,85;52,36;27,24
10/12/2016;1,00;0,65;1,80;1,27;1,33;3,78;1,27;98,66;1887,80;50,01;92,30
11/12/2016;1,00;0,95;1,10;1,70;1,93;3,92;1,35;154,25;1916,50;50,84;81,21
12/12/2016;1,00;0,66;2,15;1,38;1,63;1,95;1,20;92,96;1647,84;16,60;41,65
13/12/2016;1,00;0,92;2,15;1,63;1,30;3,64;1,28;125,04;1951,59;30,33;75,49
14/12/2016;1,00;0,94;1,16;1,46;1,50;2,94;1,31;91,67;946,63;25,39;92,02
15/12/2016;1,00;0,70;3,01;1,61;1,18;3,78;1,67;96,06;1165,67;35,99;59,92
16/12/2016;1,00;0,62;2,40;1,34;1,36;2,76;1,12;143,75;1103,17;34,34;74,74
17/12/2016;1,00;0,95;1,83;1,72;2,04;3,10;1,59;98,35;1925,86;14,52;59,61
18/12/2016;1,00;0,77;3,46;1,63;1,52;2,99;1,29;150,52;1439,01;18,92;89,75
19/12/2016;1,00;0,97;4,41;1,64;1,76;2,98;1,44;134,15;990,13;37,49;91,17
20/12/2016;1,00;0,88;1,07;1,78;1,69;2,91;1,67;109,91;1835,34;34,66;48,56
21/12/2016;1,00;0,81;4,09;1,52;1,81;1,93;1,21;123,51;1880,67;21,08;28,96
22/12/2016;1,00;0,68;1,58;1,40;2,05;3,81;1,33;166,59;1477,18;34,17;80,79
23/12/2016;1,00;0,72;2,92;1,77;2,07;3,27;1,07;115,09;1064,72;40,73;36,31
24/12/2016;1,00;0,61;3,47;1,39;1,52;3,27;1,38;113,99;1165,38;8,35;50,78
25/12/2016;1,00;0,98;3,13;1,75;1,80;3,22;1,35;115,25;1911,00;13,71;77,46
26/12/2016;1,00;0,58;1,48;1,70;1,93;3,38;1,26;140,55;1020,24;34,55;69,74
27/12/2016;1,00;0,68;4,45;1,52;1,35;2,83;1,09;156,05;1435,30;36,17;28,16
28/12/2016;1,00;0,81;1,76;1,81;1,39;1,61;1,49;148,64;963,06;46,64;60,54
29/12/2016;1,00;0,61;3,10;1,71;1,38;3,06;1,43;113,10;1201,12;3,56;36,71
30/12/2016;1,00;0,69;2,43;1,65;1,84;2,80;1,20;148,90;1741,22;10,76;79,73
31/12/2016;1,00;0,93;3,75;1,56;1,28;2,10;1,59;128,76;1389,39;21,26;93,00
01/01/2017;1,00;0,68;1,82;1,49;1,68;3,04;1,55;168,94;1078,33;38,13;49,52
02/01/2017;1,00;0,88;3,61;1,69;1,87;2,77;1,11;161,43;1778,52;4,17;44,73
03/01/2017;1,00;0,96;1,07;1,52;1,31;2,06;1,59;139,31;1843,19;55,12;39,58
04/01/2017;1,00;0,84;4,67;1,74;1,39;3,52;1,02;144,93;1031,12;35,03;29,73
05/01/2017;1,00;0,58;4,43;1,74;1,36;1,78;1,42;153,40;959,63;38,72;84,66
06/01/2017;1,00;0,90;4,27;1,67;1,41;3,07;1,46;89,76;1257,89;13,98;52,32
07/01/2017;1,00;0,75;3,77;1,24;1,71;3,25;1,44;128,71;1315,80;49,38;81,87
08/01/2017;1,00;0,66;2,16;1,68;1,19;3,71;1,13;94,93;975,34;21,87;42,68
09/01/2017;1,00;0,65;2,76;1,50;2,00;3,45;0,99;139,12;1852,04;26,57;61,58
10/01/2017;1,00;0,92;2,28;1,35;1,46;3,54;1,51;164,69;1198,14;49,88;48,34
11/01/2017;1,00;0,82;3,12;1,59;1,83;1,59;1,39;138,74;1384,86;4,93;64,19
12/01/2017;1,00;0,86;2,16;1,55;1,22;2,66;1,37;149,16;1559,40;11,15;51,42
13/01/2017;1,00;0,59;1,49;1,27;1,23;2,09;1,62;169,23;1582,32;47,49;37,87
14/01/2017;1,00;0,82;2,60;1,48;1,97;2,40;1,42;121,99;1496,88;4,18;38,74
15/01/2017;1,00;0,71;1,13;1,39;1,50;3,03;1,33;152,03;1911,98;53,72;59,64
16/01/2017;1,00;0,90;3,64;1,29;1,26;1,45;1,54;112,06;1180,64;17,22;28,38
17/01/2017;1,00;0,83;3,77;1,32;1,36;3,61;1,54;135,24;1690,57;17,61;72,93
18/01/2017;1,00;0,60;4,73;1,41;1,97;3,20;1,63;103,66;1593,53;33,27;36,37
19/01/2017;1,00;0,83;2,43;1,27;1,64;2,57;1,17;123,64;1376,68;45,10;45,58
20/01/2017;1,00;0,81;1,97;1,43;1,64;3,32;1,48;138,80;973,92;53,30;90,80
21/01/2017;1,00;0,69;1,94;1,42;1,77;2,82;1,58;157,06;1101,90;8,06;48,79
22/01/2017;1,00;0,85;1,90;1,28;1,28;3,34;1,37;122,86;1706,31;49,09;76,50
23/01/2017;1,00;0,67;2,95;1,75;1,91;1,71;1,34;101,41;1627,50;38,79;76,24
24/01/2017;1,00;0,79;1,51;1,49;2,07;3,37;1,46;157,48;1942,47;32,70;74,49
25/01/2017;1,00;0,91;4,33;1,41;1,93;2,09;1,64;144,12;1430,49;42,13;49,16
26/01/2017;1,00;0,83;1,13;1,51;1,47;1,65;1,17;134,58;1175,19;37,72;78,06
27/01/2017;1,00;0,71;1,43;1,30;1,74;3,17;1,43;141,72;1908,29;37,07;36,31
28/01/2017;1,00;0,97;2,94;1,57;1,21;3,40;1,11;102,20;1046,96;49,51;68,00
29/01/2017;1,00;0,70;3,67;1,76;1,39;3,36;1,13;93,12;1650,73;36,67;70,30
30/01/2017;1,00;0,69;1,72;1,33;1,74;3,19;1,37;100,97;1875,71;30,88;34,40
31/01/2017;1,00;0,66;0,84;1,33;1,50;3,37;1,23;89,71;1725,78;39,26;49,11
01/02/2017;1,00;0,57;1,24;1,38;1,84;3,09;1,22;130,05;1601,55;41,76;50,66
02/02/2017;1,00;0,83;4,57;1,44;1,54;2,73;1,27;110,34;1188,13;13,45;70,63
03/02/2017;1,00;0,90;1,54;1,63;1,22;3,28;1,21;140,68;992,12;27,00;59,38
04/02/2017;1,00;0,79;3,30;1,22;1,36;2,66;1,35;91,09;1185,40;6,53;38,09
05/02/2017;1,00;0,87;2,24;1,30;1,90;1,49;1,17;161,28;1512,61;48,79;81,56
06/02/2017;1,00;0,96;1,12;1,38;1,31;3,61;1,65;136,62;1533,24;38,23;89,95
07/02/2017;1,00;0,76;3,37;1,29;1,18;3,83;1,55;161,31;1582,96;9,77;85,34
08/02/2017;1,00;0,66;3,20;1,31;1,43;1,88;1,32;109,57;1916,99;34,77;32,37
09/02/2017;1,00;0,84;4,36;1,66;1,98;3,19;1,44;128,20;1189,23;21,81;24,03
10/02/2017;1,00;0,85;2,14;1,65;1,93;3,17;1,56;145,18;1208,24;18,25;80,73
11/02/2017;1,00;0,63;4,19;1,33;1,36;1,45;1,09;106,03;1007,66;20,19;28,66
12/02/2017;1,00;0,79;2,71;1,48;1,66;3,37;1,47;160,83;1872,48;9,05;76,53
13/02/2017;1,00;0,75;3,20;1,30;1,43;2,61;1,58;96,03;1063,36;33,02;40,25
14/02/2017;1,00;0,91;2,89;1,31;1,51;2,34;1,05;136,83;962,57;21,53;52,41
15/02/2017;1,00;0,63;3,20;1,39;1,96;3,16;1,47;149,51;1938,72;53,26;41,09
16/02/2017;1,00;0,94;3,14;1,77;1,77;3,18;1,53;145,70;1078,48;29,96;42,52
17/02/2017;1,00;0,86;3,03;1,59;2,00;3,69;1,26;152,97;1732,64;25,39;61,81
18/02/2017;1,00;0,81;3,54;1,24;1,24;3,76;1,46;107,04;997,10;44,38;45,45
19/02/2017;1,00;0,90;3,34;1,41;1,62;3,46;1,42;120,78;1952,68;51,69;90,79
20/02/2017;1,00;0,60;2,23;1,32;1,85;2,66;1,62;102,72;1537,77;3,07;54,74
21/02/2017;1,00;0,88;3,33;1,59;1,50;3,92;1,12;113,22;1560,10;21,22;35,16
22/02/2017;1,00;0,65;1,24;1,74;1,72;2,55;1,05;134,98;1601,53;35,87;85,68
23/02/2017;1,00;0,67;3,60;1,28;1,81;2,34;1,54;91,16;1719,81;53,26;92,56
24/02/2017;1,00;0,95;3,74;1,23;2,01;1,67;1,59;115,47;1428,56;51,26;33,05
25/02/2017;1,00;0,65;4,01;1,55;1,54;1,69;1,06;108,29;1890,98;26,02;36,52
26/02/2017;1,00;0,66;2,52;1,73;1,87;3,48;1,18;151,22;1783,18;43,07;84,23
27/02/2017;1,00;0,91;3,43;1,37;1,25;2,42;0,99;159,69;1705,83;48,16;59,70
28/02/2017;1,00;0,57;3,84;1,65;1,60;2,15;1,38;94,84;1332,96;10,49;55,88
01/03/2017;1,00;0,62;1,97;1,41;1,58;3,80;1,60;147,96;1042,05;37,34;43,13
02/03/2017;1,00;0,93;3,57;1,33;1,40;3,67;1,31;109,86;950,00;26,47;32,70
03/03/2017;1,00;0,97;1,25;1,46;1,40;2,61;1,37;90,23;1315,70;47,31;82,29
04/03/2017;1,00;0,93;0,97;1,23;1,76;3,01;1,60;91,70;1574,94;32,15;71,27
05/03/2017;1,00;0,81;1,80;1,24;1,22;2,69;1,55;162,26;1252,98;1,71;64,85
06/03/2017;1,00;0,95;1,10;1,73;1,82;1,80;1,31;121,45;1123,92;3,57;91,41
07/03/2017;1,00;0,97;1,09;1,45;1,48;2,59;1,17;111,58;1539,52;8,27;32,15
08/03/2017;1,00;0,63;3,65;1,65;1,56;2,69;1,28;96,33;1926,29;41,54;56,61
09/03/2017;1,00;0,66;2,27;1,43;2,00;2,69;1,60;123,18;1179,84;34,68;93,04
10/03/2017;1,00;0,78;1,24;1,67;1,87;3,92;1,08;143,95;1518,63;50,33;49,39
11/03/2017;1,00;0,63;3,07;1,66;1,32;2,28;1,19;98,52;1941,36;33,37;31,16
12/03/2017;1,00;0,68;2,33;1,37;2,00;3,69;1,15;158,80;1576,59;8,74;59,14
13/03/2017;1,00;0,60;2,93;1,42;1,27;2,92;1,06;141,60;1113,96;5,50;50,25
14/03/2017;1,00;0,62;4,51;1,52;1,77;2,89;1,44;144,83;1634,31;4,62;29,17
15/03/2017;1,00;0,89;3,86;1,77;1,30;2,88;1,49;167,32;1823,82;31,75;82,10
16/03/2017;1,00;0,85;3,75;1,59;2,03;3,16;1,40;146,56;1761,62;53,67;49,66
17/03/2017;1,00;0,60;4,56;1,54;1,98;3,74;1,26;151,14;1611,69;40,69;74,50
18/03/2017;1,00;0,94;2,03;1,22;1,97;3,66;1,03;106,70;1495,53;22,66;85,27
19/03/2017;1,00;0,73;1,28;1,54;1,25;3,52;1,40;135,13;1948,06;37,48;64,93
20/03/2017;1,00;0,91;2,76;1,49;1,93;3,73;1,16;110,18;1522,38;28,95;23,88
21/03/2017;1,00;0,58;4,07;1,51;1,65;2,37;1,18;169,59;1942,25;39,75;29,62
22/03/2017;1,00;0,83;1,07;1,72;1,19;3,25;1,29;158,80;1313,09;45,46;56,41
23/03/2017;1,00;0,64;1,41;1,71;1,93;2,86;1,66;95,52;1209,44;24,81;71,59
24/03/2017;1,00;0,96;3,68;1,24;1,91;2,90;0,99;115,16;1648,37;53,75;66,87
25/03/2017;1,00;0,82;1,51;1,39;1,50;1,94;1,55;144,29;1146,81;33,39;27,62
26/03/2017;1,00;0,85;1,85;1,53;1,70;3,05;1,40;135,65;1231,94;28,51;63,34
27/03/2017;1,00;0,97;4,44;1,61;1,92;2,13;1,65;164,40;1792,58;7,86;79,23
28/03/2017;1,00;0,84;2,95;1,74;1,32;1,76;1,02;139,46;1030,70;19,34;42,70
29/03/2017;1,00;0,93;4,34;1,26;1,83;1,52;1,12;167,20;1347,88;16,27;87,21
30/03/2017;1,00;0,69;4,09;1,26;1,64;3,14;0,98;155,48;1006,90;10,15;75,66
31/03/2017;1,00;0,79;2,31;1,56;1,52;2,39;1,34;149,41;1937,90;41,41;83,36
01/04/2017;1,00;0,74;2,90;1,23;1,66;2,34;1,57;156,92;1315,19;33,55;92,17
02/04/2017;1,00;0,84;4,01;1,23;1,28;3,43;1,51;125,78;1493,21;37,33;58,17
03/04/2017;1,00;0,89;4,37;1,45;1,37;3,14;1,28;121,81;1514,38;31,12;54,36
04/04/2017;1,00;0,80;2,40;1,59;2,01;1,85;1,51;108,22;1977,60;28,57;81,34
05/04/2017;1,00;0,76;4,72;1,45;1,45;2,38;0,99;146,78;1305,66;41,80;45,73
06/04/2017;1,00;0,70;3,92;1,69;1,24;1,54;1,12;156,55;1574,12;9,04;60,76
07/04/2017;1,00;0,87;2,17;1,26;1,20;3,48;1,29;156,82;1620,45;19,03;26,69
08/04/2017;1,00;0,93;1,49;1,67;1,75;2,31;1,00;135,07;1682,12;2,88;47,15
09/04/2017;1,00;0,97;1,98;1,42;1,42;2,39;1,49;139,66;1404,57;40,24;76,88
10/04/2017;1,00;0,92;4,30;1,68;1,42;2,86;1,62;128,71;1526,15;30,77;92,45
11/04/2017;1,00;0,57;3,94;1,42;1,53;3,93;1,15;94,14;1453,99;2,40;85,96
12/04/2017;1,00;0,94;4,70;1,76;1,48;2,33;1,19;112,30;1586,13;17,53;25,61
13/04/2017;1,00;0,84;1,60;1,30;1,33;1,52;1,51;112,69;1820,16;8,16;89,16
14/04/2017;1,00;0,81;3,24;1,28;1,27;3,21;1,45;156,48;1809,86;33,39;92,30
15/04/2017;1,00;0,74;4,15;1,38;1,72;1,82;1,68;131,58;1882,98;12,94;60,05
16/04/2017;1,00;0,71;3,55;1,68;1,47;3,75;1,55;162,26;1217,61;20,18;29,38
17/04/2017;1,00;0,92;3,59;1,47;1,20;2,40;1,14;131,99;958,43;20,97;80,63
18/04/2017;1,00;0,88;4,46;1,30;1,44;3,76;1,62;137,46;1949,77;33,96;75,40
19/04/2017;1,00;0,96;4,69;1,30;1,95;2,68;1,59;93,71;1770,86;39,82;56,86
20/04/2017;1,00;0,88;1,35;1,28;1,94;1,88;1,51;100,62;1337,93;12,87;61,37
21/04/2017;1,00;0,59;3,98;1,72;1,87;2,23;1,54;112,64;976,92;25,61;37,33
22/04/2017;1,00;0,63;2,23;1,79;1,97;2,15;1,35;103,55;1490,44;46,92;79,42
23/04/2017;1,00;0,58;3,57;1,57;1,57;1,94;1,38;114,90;1815,73;2,83;31,09
24/04/2017;1,00;0,69;1,57;1,78;1,41;3,82;1,08;124,78;975,67;17,55;24,75
25/04/2017;1,00;0,81;1,77;1,55;1,84;2,62;1,23;118,09;1142,51;41,44;48,14
26/04/2017;1,00;0,78;3,53;1,59;1,61;2,99;1,02;150,25;1186,13;15,85;73,12
27/04/2017;1,00;0,57;4,16;1,79;1,35;3,42;1,39;125,93;1456,91;42,03;92,96
28/04/2017;1,00;0,80;2,78;1,45;1,17;1,69;1,40;110,65;1096,07;30,30;90,91
29/04/2017;1,00;0,97;3,37;1,77;1,49;1,77;1,26;168,27;1010,03;35,96;32,54
30/04/2017;1,00;0,84;1,92;1,60;1,30;2,46;1,20;89,84;1156,41;30,79;73,92
01/05/2017;1,00;0,91;4,04;1,79;1,52;1,80;1,45;103,49;1433,31;48,57;84,52
02/05/2017;1,00;0,58;1,64;1,48;1,66;2,45;1,24;158,62;1569,16;27,32;79,17
03/05/2017;1,00;0,58;1,00;1,80;1,36;3,14;1,16;105,68;1676,47;49,78;57,68
04/05/2017;1,00;0,73;2,01;1,76;1,83;2,79;1,52;163,09;1059,00;15,02;59,83
05/05/2017;1,00;0,72;4,72;1,30;1,66;2,29;1,57;129,99;1838,38;53,81;81,76
06/05/2017;1,00;0,74;3,46;1,26;1,45;3,86;1,27;140,78;1570,03;52,63;51,85
07/05/2017;1,00;0,84;4,09;1,56;1,51;2,26;1,25;111,55;1731,73;7,42;73,79
08/05/2017;1,00;0,70;3,23;1,54;2,00;3,32;1,19;93,81;1231,62;21,29;41,51
09/05/2017;1,00;0,70;4,02;1,80;1,43;1,85;1,54;146,13;1435,65;18,56;44,61
10/05/2017;1,00;0,94;3,52;1,69;1,18;3,87;1,31;117,63;1970,46;12,61;47,35
11/05/2017;1,00;0,86;2,37;1,29;1,33;3,49;1,35;147,59;1248,62;30,00;83,60
12/05/2017;1,00;0,97;3,16;1,63;1,41;1,94;1,60;108,04;1700,29;46,53;66,97
13/05/2017;1,00;0,95;0,93;1,75;1,56;3,61;1,11;152,70;1561,96;54,36;37,01
14/05/2017;1,00;0,64;2,66;1,81;1,99;2,13;1,59;163,56;1051,99;2,89;35,81
15/05/2017;1,00;0,68;1,76;1,75;1,60;2,81;1,43;104,42;1361,28;24,42;69,67
16/05/2017;1,00;0,82;1,19;1,41;1,64;3,07;1,27;104,18;1820,49;43,22;25,51
17/05/2017;1,00;0,91;4,24;1,22;1,27;2,15;1,29;122,53;1741,32;53,85;69,27
18/05/2017;1,00;0,72;4,27;1,42;1,37;2,48;1,38;102,93;1543,39;22,00;35,21
19/05/2017;1,00;0,65;0,91;1,58;2,06;3,93;1,31;121,83;1151,94;44,56;52,25
20/05/2017;1,00;0,70;4,16;1,29;1,51;2,90;1,30;92,31;1484,48;49,21;64,23
21/05/2017;1,00;0,68;3,46;1,37;1,24;2,90;1,43;165,10;1789,59;25,88;31,75
22/05/2017;1,00;0,67;2,38;1,32;1,18;1,73;1,47;127,66;1700,36;2,13;73,58
23/05/2017;1,00;0,70;4,24;1,34;1,88;2,26;1,17;145,80;1961,09;31,20;24,11
24/05/2017;1,00;0,90;4,05;1,52;2,06;1,90;1,35;89,75;1022,29;28,99;43,32
25/05/2017;1,00;0,79;2,69;1,69;1,54;3,82;1,48;102,83;1456,31;36,06;85,48
26/05/2017;1,00;0,84;0,83;1,50;1,68;3,19;1,09;103,75;1398,56;25,04;23,49
27/05/2017;1,00;0,93;3,28;1,47;1,61;3,08;1,59;126,19;1260,41;29,52;83,52
28/05/2017;1,00;0,63;0,98;1,71;2,04;2,81;1,32;142,75;1247,43;53,48;48,56
29/05/2017;1,00;0,77;2,89;1,45;1,89;2,52;1,54;156,35;1044,14;4,95;36,08
30/05/2017;1,00;0,60;1,05;1,45;1,68;2,48;1,68;97,58;1709,64;36,22;39,25
31/05/2017;1,00;0,87;1,72;1,51;1,45;2,84;1,46;104,23;1772,88;12,74;31,48
01/06/2017;1,00;0,65;3,43;1,26;1,97;1,78;1,53;113,02;1983,74;3,39;29,20
02/06/2017;1,00;0,82;1,38;1,81;1,22;1,89;1,17;158,30;1264,49;6,10;65,99
03/06/2017;1,00;0,85;1,65;1,26;1,80;3,91;1,63;120,31;1361,17;19,25;28,92
04/06/2017;1,00;0,67;2,20;1,48;1,44;2,18;1,22;131,17;1650,69;42,88;70,05
05/06/2017;1,00;0,85;4,71;1,63;1,83;2,08;1,41;148,77;1236,26;17,68;41,32
06/06/2017;1,00;0,79;2,56;1,22;1,74;2,77;1,00;137,14;1926,64;50,44;44,66
07/06/2017;1,00;0,95;4,74;1,29;2,00;1,60;1,09;97,74;1800,79;30,15;33,80
08/06/2017;1,00;0,68;3,18;1,71;1,90;1,96;1,12;118,91;1346,39;50,74;28,18
09/06/2017;1,00;0,77;3,45;1,27;1,41;2,40;1,16;122,92;1674,70;18,30;28,24
10/06/2017;1,00;0,94;2,09;1,29;2,01;3,57;1,46;147,74;1488,59;21,38;64,02
